VF, IF
-10.0, -3.092e-05
-9.8, -3.0317e-05
-9.6, -2.9866e-05
-9.4, -2.9294e-05
-9.2, -2.8812e-05
-9.0, -2.8188e-05
-8.8, -2.7591e-05
-8.6, -2.6995e-05
-8.4, -2.6398e-05
-8.2, -2.5785e-05
-8.0, -2.5181e-05
-7.8, -2.4553e-05
-7.6, -2.3943e-05
-7.4, -2.3333e-05
-7.2, -2.2723e-05
-7.0, -2.2103e-05
-6.8, -2.1474e-05
-6.6, -2.0861e-05
-6.4, -2.0237e-05
-6.2, -1.9615e-05
-6.0, -1.8991e-05
-5.8, -1.8367e-05
-5.6, -1.7752e-05
-5.4, -1.7135e-05
-5.2, -1.6517e-05
-5.0, -1.5859e-05
-4.8, -1.5223e-05
-4.6, -1.4606e-05
-4.4, -1.3983e-05
-4.2, -1.336e-05
-4.0, -1.2719e-05
-3.8, -1.2077e-05
-3.6, -1.1436e-05
-3.4, -1.0793e-05
-3.2, -1.0156e-05
-3.0, -9.5329e-06
-2.8, -8.9009e-06
-2.6, -8.2574e-06
-2.4, -7.624e-06
-2.2, -6.983e-06
-2.0, -6.3498e-06
-1.8, -5.7233e-06
-1.6, -5.0812e-06
-1.4, -4.4461e-06
-1.2, -3.8128e-06
-1.0, -3.1797e-06
-0.8, -2.5431e-06
-0.6, -1.9089e-06
-0.4, -1.2711e-06
-0.2, -6.3755e-07
0.0, -8.19e-12
0.2, 6.3652e-07
0.4, 1.2777e-06
0.6, 1.9256e-06
0.8, 2.5775e-06
1.0, 3.2294e-06
1.2, 3.8901e-06
1.4, 4.5545e-06
1.6, 5.2233e-06
1.8, 5.9031e-06
2.0, 6.5833e-06
2.2, 7.2717e-06
2.4, 7.9658e-06
2.6, 8.6605e-06
2.8, 9.3652e-06
3.0, 1.0065e-05
3.2, 1.0773e-05
3.4, 1.1481e-05
3.6, 1.2195e-05
3.8, 1.292e-05
4.0, 1.365e-05
4.2, 1.4383e-05
4.4, 1.5109e-05
4.6, 1.5839e-05
4.8, 1.6581e-05
5.0, 1.7325e-05
5.2, 1.8099e-05
5.4, 1.8837e-05
5.6, 1.9609e-05
5.8, 2.0356e-05
6.0, 2.1121e-05
6.2, 2.1872e-05
6.4, 2.2644e-05
6.6, 2.3403e-05
6.8, 2.4212e-05
7.0, 2.4965e-05
7.2, 2.5749e-05
7.4, 2.6515e-05
7.6, 2.7332e-05
7.8, 2.8122e-05
8.0, 2.892e-05
8.2, 2.9663e-05
8.4, 3.0428e-05
8.6, 3.1242e-05
8.8, 3.2088e-05
9.0, 3.2873e-05
9.2, 3.3669e-05
9.4, 3.4469e-05
9.6, 3.5272e-05
9.8, 3.6065e-05
10.0, 3.6892e-05
