VF, IF
-10.0, -3.5244e-07
-9.8, -3.5412e-07
-9.6, -3.5717e-07
-9.4, -3.6125e-07
-9.2, -3.6381e-07
-9.0, -3.6129e-07
-8.8, -3.5928e-07
-8.6, -3.578e-07
-8.4, -3.5405e-07
-8.2, -3.4943e-07
-8.0, -3.4574e-07
-7.8, -3.4363e-07
-7.6, -3.3807e-07
-7.4, -3.3154e-07
-7.2, -3.2738e-07
-7.0, -3.2275e-07
-6.8, -3.1593e-07
-6.6, -3.0851e-07
-6.4, -3.0291e-07
-6.2, -2.9686e-07
-6.0, -2.9025e-07
-5.8, -2.8287e-07
-5.6, -2.7446e-07
-5.4, -2.6705e-07
-5.2, -2.582e-07
-5.0, -2.5124e-07
-4.8, -2.428e-07
-4.6, -2.3499e-07
-4.4, -2.2604e-07
-4.2, -2.176e-07
-4.0, -2.0934e-07
-3.8, -2.012e-07
-3.6, -1.9197e-07
-3.4, -1.82e-07
-3.2, -1.7341e-07
-3.0, -1.6343e-07
-2.8, -1.5281e-07
-2.6, -1.4252e-07
-2.4, -1.3242e-07
-2.2, -1.2178e-07
-2.0, -1.1135e-07
-1.8, -1.0093e-07
-1.6, -9.0763e-08
-1.4, -7.9927e-08
-1.2, -6.8617e-08
-1.0, -5.7691e-08
-0.8, -4.6273e-08
-0.6, -3.4819e-08
-0.4, -2.3232e-08
-0.2, -1.1609e-08
0.0, 8.196e-11
0.2, 1.1947e-08
0.4, 2.46e-08
0.6, 3.754e-08
0.8, 5.0489e-08
1.0, 6.4057e-08
1.2, 7.8888e-08
1.4, 9.348e-08
1.6, 1.076e-07
1.8, 1.2255e-07
2.0, 1.3806e-07
2.2, 1.5517e-07
2.4, 1.7172e-07
2.6, 1.885e-07
2.8, 2.0595e-07
3.0, 2.2448e-07
3.2, 2.4071e-07
3.4, 2.5832e-07
3.6, 2.7827e-07
3.8, 2.9774e-07
4.0, 3.1528e-07
4.2, 3.3353e-07
4.4, 3.5252e-07
4.6, 3.7037e-07
4.8, 3.9381e-07
5.0, 4.0898e-07
5.2, 4.3094e-07
5.4, 4.5059e-07
5.6, 4.7251e-07
5.8, 4.9221e-07
6.0, 5.1197e-07
6.2, 5.3457e-07
6.4, 5.5326e-07
6.6, 5.7686e-07
6.8, 5.9418e-07
7.0, 6.1367e-07
7.2, 6.3296e-07
7.4, 6.538e-07
7.6, 6.7605e-07
7.8, 6.9517e-07
8.0, 7.1414e-07
8.2, 7.3183e-07
8.4, 7.5598e-07
8.6, 7.7382e-07
8.8, 7.923e-07
9.0, 8.1108e-07
9.2, 8.3162e-07
9.4, 8.5163e-07
9.6, 8.7115e-07
9.8, 8.9058e-07
10.0, 9.1047e-07
