VG, VDS, ID, IG
-10.0, 0.1, 2.9676e-07, -7.6656e-09
-9.8, 0.1, 2.9129e-07, -5.9065e-09
-9.6, 0.1, 2.8653e-07, -5.0722e-09
-9.4, 0.1, 2.8295e-07, -4.504e-09
-9.2, 0.1, 2.7934e-07, -4.0831e-09
-9.0, 0.1, 2.759e-07, -3.7529e-09
-8.8, 0.1, 2.725e-07, -3.4552e-09
-8.6, 0.1, 2.6891e-07, -3.1967e-09
-8.4, 0.1, 2.6567e-07, -2.9769e-09
-8.2, 0.1, 2.6239e-07, -2.8271e-09
-8.0, 0.1, 2.5914e-07, -2.6644e-09
-7.8, 0.1, 2.5613e-07, -2.5335e-09
-7.6, 0.1, 2.5297e-07, -2.43e-09
-7.4, 0.1, 2.4966e-07, -2.3076e-09
-7.2, 0.1, 2.4664e-07, -2.1683e-09
-7.0, 0.1, 2.4348e-07, -2.0624e-09
-6.8, 0.1, 2.4047e-07, -1.9149e-09
-6.6, 0.1, 2.3736e-07, -1.8271e-09
-6.4, 0.1, 2.3433e-07, -1.7642e-09
-6.2, 0.1, 2.3136e-07, -1.6494e-09
-6.0, 0.1, 2.2839e-07, -1.5836e-09
-5.8, 0.1, 2.2539e-07, -1.4826e-09
-5.6, 0.1, 2.2226e-07, -1.4461e-09
-5.4, 0.1, 2.1938e-07, -1.3516e-09
-5.2, 0.1, 2.163e-07, -1.2559e-09
-5.0, 0.1, 2.1342e-07, -1.2157e-09
-4.8, 0.1, 2.1057e-07, -1.1602e-09
-4.6, 0.1, 2.0768e-07, -1.0702e-09
-4.4, 0.1, 2.0465e-07, -9.7035e-10
-4.2, 0.1, 2.0158e-07, -9.3474e-10
-4.0, 0.1, 1.9879e-07, -8.8141e-10
-3.8, 0.1, 1.9586e-07, -7.93e-10
-3.6, 0.1, 1.9286e-07, -7.077e-10
-3.4, 0.1, 1.9005e-07, -6.453e-10
-3.2, 0.1, 1.8714e-07, -5.039e-10
-3.0, 0.1, 1.8418e-07, -4.8231e-10
-2.8, 0.1, 1.8158e-07, -4.7441e-10
-2.6, 0.1, 1.7878e-07, -4.3272e-10
-2.4, 0.1, 1.7595e-07, -3.8519e-10
-2.2, 0.1, 1.7334e-07, -3.059e-10
-2.0, 0.1, 1.7045e-07, -1.892e-10
-1.8, 0.1, 1.6766e-07, -1.4769e-10
-1.6, 0.1, 1.6505e-07, -1.029e-10
-1.4, 0.1, 1.6239e-07, -5.408e-11
-1.2, 0.1, 1.599e-07, -3.041e-11
-1.0, 0.1, 1.5737e-07, 4.88e-11
-0.8, 0.1, 1.548e-07, 9.568e-11
-0.6, 0.1, 1.5246e-07, 1.2457e-10
-0.4, 0.1, 1.5016e-07, 1.7583e-10
-0.2, 0.1, 1.4773e-07, 2.2245e-10
0.0, 0.1, 1.4532e-07, 2.992e-10
0.2, 0.1, 1.4297e-07, 3.8093e-10
0.4, 0.1, 1.4074e-07, 4.05e-10
0.6, 0.1, 1.3869e-07, 4.5207e-10
0.8, 0.1, 1.3647e-07, 5.251e-10
1.0, 0.1, 1.3432e-07, 6.0938e-10
1.2, 0.1, 1.3229e-07, 6.3472e-10
1.4, 0.1, 1.3025e-07, 6.8256e-10
1.6, 0.1, 1.2833e-07, 7.2951e-10
1.8, 0.1, 1.2639e-07, 7.8189e-10
2.0, 0.1, 1.2441e-07, 8.352e-10
2.2, 0.1, 1.2264e-07, 8.92e-10
2.4, 0.1, 1.209e-07, 9.648e-10
2.6, 0.1, 1.1905e-07, 1.0611e-09
2.8, 0.1, 1.1716e-07, 1.0943e-09
3.0, 0.1, 1.1546e-07, 1.1391e-09
3.2, 0.1, 1.1381e-07, 1.2309e-09
3.4, 0.1, 1.1206e-07, 1.3113e-09
3.6, 0.1, 1.1058e-07, 1.338e-09
3.8, 0.1, 1.0903e-07, 1.388e-09
4.0, 0.1, 1.0751e-07, 1.4391e-09
4.2, 0.1, 1.06e-07, 1.4957e-09
4.4, 0.1, 1.0453e-07, 1.5833e-09
4.6, 0.1, 1.0302e-07, 1.676e-09
4.8, 0.1, 1.0164e-07, 1.7044e-09
5.0, 0.1, 1.0033e-07, 1.7785e-09
5.2, 0.1, 9.9002e-08, 1.8972e-09
5.4, 0.1, 9.7694e-08, 1.972e-09
5.6, 0.1, 9.6431e-08, 1.9809e-09
5.8, 0.1, 9.5107e-08, 2.0216e-09
6.0, 0.1, 9.4017e-08, 2.0713e-09
6.2, 0.1, 9.2835e-08, 2.1641e-09
6.4, 0.1, 9.1599e-08, 2.2898e-09
6.6, 0.1, 9.0436e-08, 2.3543e-09
6.8, 0.1, 8.9342e-08, 2.3619e-09
7.0, 0.1, 8.8343e-08, 2.4271e-09
7.2, 0.1, 8.7181e-08, 2.5849e-09
7.4, 0.1, 8.609e-08, 2.6244e-09
7.6, 0.1, 8.5152e-08, 2.6258e-09
7.8, 0.1, 8.4274e-08, 2.6632e-09
8.0, 0.1, 8.3378e-08, 2.7142e-09
8.2, 0.1, 8.2449e-08, 2.7683e-09
8.4, 0.1, 8.1555e-08, 2.8494e-09
8.6, 0.1, 8.0515e-08, 2.9875e-09
8.8, 0.1, 7.9564e-08, 3.0583e-09
9.0, 0.1, 7.8746e-08, 3.0872e-09
9.2, 0.1, 7.7824e-08, 3.1809e-09
9.4, 0.1, 7.7046e-08, 3.2301e-09
9.6, 0.1, 7.6128e-08, 3.3185e-09
9.8, 0.1, 7.5465e-08, 3.3315e-09
10.0, 0.1, 7.4694e-08, 3.3741e-09
10.0, 0.1, 7.4928e-08, 3.3222e-09
9.8, 0.1, 7.6063e-08, 3.0884e-09
9.6, 0.1, 7.7254e-08, 2.8827e-09
9.4, 0.1, 7.8365e-08, 2.7456e-09
9.2, 0.1, 7.9487e-08, 2.6466e-09
9.0, 0.1, 8.0749e-08, 2.5236e-09
8.8, 0.1, 8.1935e-08, 2.3605e-09
8.6, 0.1, 8.3158e-08, 2.2486e-09
8.4, 0.1, 8.4369e-08, 2.1288e-09
8.2, 0.1, 8.5628e-08, 2.009e-09
8.0, 0.1, 8.6879e-08, 1.9054e-09
7.8, 0.1, 8.8192e-08, 1.7927e-09
7.6, 0.1, 8.9547e-08, 1.7616e-09
7.4, 0.1, 9.0748e-08, 1.7377e-09
7.2, 0.1, 9.2155e-08, 1.6448e-09
7.0, 0.1, 9.3531e-08, 1.6233e-09
6.8, 0.1, 9.4778e-08, 1.5747e-09
6.6, 0.1, 9.6338e-08, 1.5011e-09
6.4, 0.1, 9.777e-08, 1.4177e-09
6.2, 0.1, 9.9265e-08, 1.3199e-09
6.0, 0.1, 1.009e-07, 1.2202e-09
5.8, 0.1, 1.0249e-07, 1.1651e-09
5.6, 0.1, 1.0414e-07, 1.0515e-09
5.4, 0.1, 1.0585e-07, 9.9599e-10
5.2, 0.1, 1.0743e-07, 9.462e-10
5.0, 0.1, 1.0908e-07, 8.8013e-10
4.8, 0.1, 1.1072e-07, 8.5557e-10
4.6, 0.1, 1.1253e-07, 8.1883e-10
4.4, 0.1, 1.1439e-07, 7.6145e-10
4.2, 0.1, 1.1622e-07, 7.0222e-10
4.0, 0.1, 1.18e-07, 6.169e-10
3.8, 0.1, 1.2006e-07, 5.105e-10
3.6, 0.1, 1.2213e-07, 4.6767e-10
3.4, 0.1, 1.2411e-07, 4.4344e-10
3.2, 0.1, 1.2602e-07, 3.758e-10
3.0, 0.1, 1.2817e-07, 2.545e-10
2.8, 0.1, 1.3032e-07, 2.0863e-10
2.6, 0.1, 1.3233e-07, 2.1006e-10
2.4, 0.1, 1.3449e-07, 1.53e-10
2.2, 0.1, 1.3678e-07, 4.378e-11
2.0, 0.1, 1.3897e-07, 2.032e-11
1.8, 0.1, 1.4118e-07, -5.58e-11
1.6, 0.1, 1.4358e-07, -1.0572e-10
1.4, 0.1, 1.4576e-07, -1.766e-10
1.2, 0.1, 1.4822e-07, -2.2024e-10
1.0, 0.1, 1.5047e-07, -2.6105e-10
0.8, 0.1, 1.5288e-07, -3.0868e-10
0.6, 0.1, 1.5513e-07, -3.6013e-10
0.4, 0.1, 1.5756e-07, -4.0848e-10
0.2, 0.1, 1.6002e-07, -4.5988e-10
0.0, 0.1, 1.6243e-07, -5.1842e-10
-0.2, 0.1, 1.6497e-07, -5.893e-10
-0.4, 0.1, 1.677e-07, -7.391e-10
-0.6, 0.1, 1.7036e-07, -7.9702e-10
-0.8, 0.1, 1.7299e-07, -8.0448e-10
-1.0, 0.1, 1.7545e-07, -8.4004e-10
-1.2, 0.1, 1.7793e-07, -8.8435e-10
-1.4, 0.1, 1.8061e-07, -9.3697e-10
-1.6, 0.1, 1.83e-07, -9.9094e-10
-1.8, 0.1, 1.8558e-07, -1.0419e-09
-2.0, 0.1, 1.8809e-07, -1.1007e-09
-2.2, 0.1, 1.9075e-07, -1.151e-09
-2.4, 0.1, 1.9336e-07, -1.2032e-09
-2.6, 0.1, 1.96e-07, -1.2791e-09
-2.8, 0.1, 1.9886e-07, -1.4345e-09
-3.0, 0.1, 2.017e-07, -1.4827e-09
-3.2, 0.1, 2.0416e-07, -1.4932e-09
-3.4, 0.1, 2.0676e-07, -1.5538e-09
-3.6, 0.1, 2.0947e-07, -1.6665e-09
-3.8, 0.1, 2.1225e-07, -1.7385e-09
-4.0, 0.1, 2.1484e-07, -1.7368e-09
-4.2, 0.1, 2.173e-07, -1.7751e-09
-4.4, 0.1, 2.2008e-07, -1.8772e-09
-4.6, 0.1, 2.227e-07, -1.892e-09
-4.8, 0.1, 2.2507e-07, -1.9606e-09
-5.0, 0.1, 2.2786e-07, -2.0477e-09
-5.2, 0.1, 2.3028e-07, -2.0617e-09
-5.4, 0.1, 2.3279e-07, -2.1006e-09
-5.6, 0.1, 2.3517e-07, -2.144e-09
-5.8, 0.1, 2.3752e-07, -2.1891e-09
-6.0, 0.1, 2.4e-07, -2.2408e-09
-6.2, 0.1, 2.4231e-07, -2.3206e-09
-6.4, 0.1, 2.4501e-07, -2.4349e-09
-6.6, 0.1, 2.4783e-07, -2.5116e-09
-6.8, 0.1, 2.5006e-07, -2.5355e-09
-7.0, 0.1, 2.5264e-07, -2.6333e-09
-7.2, 0.1, 2.5489e-07, -2.6422e-09
-7.4, 0.1, 2.5741e-07, -2.758e-09
-7.6, 0.1, 2.5976e-07, -2.7962e-09
-7.8, 0.1, 2.6232e-07, -2.8889e-09
-8.0, 0.1, 2.6452e-07, -2.9084e-09
-8.2, 0.1, 2.6702e-07, -3.008e-09
-8.4, 0.1, 2.692e-07, -3.0258e-09
-8.6, 0.1, 2.713e-07, -3.111e-09
-8.8, 0.1, 2.7391e-07, -3.2207e-09
-9.0, 0.1, 2.7637e-07, -3.2939e-09
-9.2, 0.1, 2.784e-07, -3.3077e-09
-9.4, 0.1, 2.8088e-07, -3.4807e-09
-9.6, 0.1, 2.8337e-07, -3.5517e-09
-9.8, 0.1, 2.8585e-07, -3.6575e-09
-10.0, 0.1, 2.882e-07, -3.6783e-09
