VF, IF
-10.0, -1.08e-05
-9.8, -1.0538e-05
-9.6, -1.0334e-05
-9.4, -1.0123e-05
-9.2, -9.94e-06
-9.0, -9.7501e-06
-8.8, -9.5725e-06
-8.6, -9.3823e-06
-8.4, -9.2086e-06
-8.2, -9.0189e-06
-8.0, -8.8254e-06
-7.8, -8.654e-06
-7.6, -8.4635e-06
-7.4, -8.2643e-06
-7.2, -8.0718e-06
-7.0, -7.8793e-06
-6.8, -7.6868e-06
-6.6, -7.5022e-06
-6.4, -7.3028e-06
-6.2, -7.0965e-06
-6.0, -6.8862e-06
-5.8, -6.6783e-06
-5.6, -6.4717e-06
-5.4, -6.2549e-06
-5.2, -6.0585e-06
-5.0, -5.8399e-06
-4.8, -5.6307e-06
-4.6, -5.4203e-06
-4.4, -5.2019e-06
-4.2, -4.9865e-06
-4.0, -4.7671e-06
-3.8, -4.545e-06
-3.6, -4.3235e-06
-3.4, -4.0949e-06
-3.2, -3.8679e-06
-3.0, -3.6323e-06
-2.8, -3.402e-06
-2.6, -3.1667e-06
-2.4, -2.9362e-06
-2.2, -2.7003e-06
-2.0, -2.4615e-06
-1.8, -2.2252e-06
-1.6, -1.9835e-06
-1.4, -1.7451e-06
-1.2, -1.5008e-06
-1.0, -1.2566e-06
-0.8, -1.0081e-06
-0.6, -7.593e-07
-0.4, -5.0754e-07
-0.2, -2.5561e-07
0.0, -3.239e-11
0.2, 2.5678e-07
0.4, 5.1714e-07
0.6, 7.8181e-07
0.8, 1.0485e-06
1.0, 1.32e-06
1.2, 1.5946e-06
1.4, 1.8742e-06
1.6, 2.1556e-06
1.8, 2.4419e-06
2.0, 2.7345e-06
2.2, 3.0282e-06
2.4, 3.3225e-06
2.6, 3.6256e-06
2.8, 3.9296e-06
3.0, 4.2433e-06
3.2, 4.5559e-06
3.4, 4.8653e-06
3.6, 5.1806e-06
3.8, 5.498e-06
4.0, 5.8268e-06
4.2, 6.1523e-06
4.4, 6.4802e-06
4.6, 6.8145e-06
4.8, 7.1499e-06
5.0, 7.4883e-06
5.2, 7.8307e-06
5.4, 8.178e-06
5.6, 8.5257e-06
5.8, 8.872e-06
6.0, 9.224e-06
6.2, 9.5771e-06
6.4, 9.9322e-06
6.6, 1.0292e-05
6.8, 1.0653e-05
7.0, 1.1008e-05
7.2, 1.1388e-05
7.4, 1.1743e-05
7.6, 1.2113e-05
7.8, 1.247e-05
8.0, 1.2849e-05
8.2, 1.3237e-05
8.4, 1.3604e-05
8.6, 1.3988e-05
8.8, 1.4363e-05
9.0, 1.4741e-05
9.2, 1.5124e-05
9.4, 1.5497e-05
9.6, 1.5895e-05
9.8, 1.6265e-05
10.0, 1.6645e-05
