VF, IF
-10.0, -0.00011382
-9.8, -0.00011132
-9.6, -0.0001089
-9.4, -0.00010653
-9.2, -0.0001042
-9.0, -0.00010187
-8.8, -9.9526e-05
-8.6, -9.7207e-05
-8.4, -9.4869e-05
-8.2, -9.2561e-05
-8.0, -9.0279e-05
-7.8, -8.7975e-05
-7.6, -8.5665e-05
-7.4, -8.3386e-05
-7.2, -8.107e-05
-7.0, -7.8776e-05
-6.8, -7.6486e-05
-6.6, -7.4182e-05
-6.4, -7.192e-05
-6.2, -6.962e-05
-6.0, -6.7354e-05
-5.8, -6.5057e-05
-5.6, -6.2795e-05
-5.4, -6.052e-05
-5.2, -5.825e-05
-5.0, -5.5995e-05
-4.8, -5.3735e-05
-4.6, -5.1468e-05
-4.4, -4.9224e-05
-4.2, -4.6965e-05
-4.0, -4.4718e-05
-3.8, -4.2485e-05
-3.6, -4.0238e-05
-3.4, -3.8006e-05
-3.2, -3.5782e-05
-3.0, -3.3547e-05
-2.8, -3.1325e-05
-2.6, -2.9109e-05
-2.4, -2.6892e-05
-2.2, -2.4663e-05
-2.0, -2.2432e-05
-1.8, -2.0221e-05
-1.6, -1.7987e-05
-1.4, -1.5756e-05
-1.2, -1.352e-05
-1.0, -1.1289e-05
-0.8, -9.0396e-06
-0.6, -6.7839e-06
-0.4, -4.524e-06
-0.2, -2.2694e-06
0.0, -1.8368e-10
0.2, 2.2664e-06
0.4, 4.5508e-06
0.6, 6.8437e-06
0.8, 9.1442e-06
1.0, 1.1449e-05
1.2, 1.3764e-05
1.4, 1.6091e-05
1.6, 1.8426e-05
1.8, 2.0762e-05
2.0, 2.3115e-05
2.2, 2.5493e-05
2.4, 2.7866e-05
2.6, 3.0238e-05
2.8, 3.2632e-05
3.0, 3.5041e-05
3.2, 3.7463e-05
3.4, 3.9885e-05
3.6, 4.2331e-05
3.8, 4.4779e-05
4.0, 4.7257e-05
4.2, 4.9716e-05
4.4, 5.2215e-05
4.6, 5.4704e-05
4.8, 5.7204e-05
5.0, 5.9721e-05
5.2, 6.2272e-05
5.4, 6.4832e-05
5.6, 6.7383e-05
5.8, 6.9915e-05
6.0, 7.2484e-05
6.2, 7.508e-05
6.4, 7.7687e-05
6.6, 8.0308e-05
6.8, 8.2898e-05
7.0, 8.5524e-05
7.2, 8.8187e-05
7.4, 9.0823e-05
7.6, 9.349e-05
7.8, 9.6138e-05
8.0, 9.8817e-05
8.2, 0.00010152
8.4, 0.00010421
8.6, 0.00010694
8.8, 0.00010964
9.0, 0.00011236
9.2, 0.00011506
9.4, 0.00011783
9.6, 0.00012058
9.8, 0.00012333
10.0, 0.0001261
